id,name,pattern,primary_muscle,primary_region,cns_load,skill_level,compound,is_complex_lift,is_unilateral,metric_type,description,substitution_group,user_id,fatigue_factor,stimulus_factor,injury_risk_factor,min_recovery_hours,spinal_compression,tier,metabolic_demand,biomechanics_profile,embedding_description
3,Goblet Squat,squat,quadriceps,anterior lower,moderate,beginner,true,false,false,reps,,squat_bilateral,,0.6,0.8,0.2,48,none,bronze,anabolic,,"Movement: Goblet Squat Pattern: MovementPattern.SQUAT Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: kettlebell, dumbbell Tags: strength, hypertrophy Substitution group: squat_bilateral"
1,Back Squat,squat,quadriceps,anterior lower,very_high,intermediate,true,false,false,reps,,squat_bilateral,,1,0.95,0.4,72,none,diamond,metabolic,"{""pattern"": ""squat"", ""cns_load"": ""very_high"", ""lumbar_shear"": ""low"", ""concentric_power"": ""very_high"", ""stability_demand"": ""high"", ""eccentric_control"": ""high"", ""primary_mechanism"": ""knee_flexion_extension"", ""spinal_compression"": ""very_high"", ""movement_complexity"": ""high""}","Movement: Back Squat Pattern: MovementPattern.SQUAT Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.VERY_HIGH Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.DIAMOND Metabolic demand: MetabolicDemand.METABOLIC Metric type: MetricType.REPS Equipment: barbell, rack Tags: strength, compound, full_body, fundamental, quad_dominant Disciplines: powerlifting Substitution group: squat_bilateral Biomechanics: pattern=squat, cns_load=very_high, lumbar_shear=low, concentric_power=very_high, stability_demand=high, eccentric_control=high, primary_mechanism=knee_flexion_extension, spinal_compression=very_high, movement_complexity=high"
72,Alternate Heel Touchers,mobility,core,full body,moderate,intermediate,false,false,false,reps,,alternate_heel_touchers,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Alternate Heel Touchers Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: strength Disciplines: bodybuilding Substitution group: alternate_heel_touchers Coaching cues: Lie on the floor with the knees bent and the feet on the floor around 18-24 inches apart. Your arms should be extended by your side. This will be your starting position. | Crunch over your torso forward and up about 3-4 inches to the right side and touch your right heel as you hold the contraction for a second. Exhale while performing this movement. | Now go back slowly to the starting position as you inhale. | Now crunch over your torso forward and up around 3-4 inches to the left side and touch your left heel as you hold the contraction for a second. Exhale while performing this movement and then go back to the starting position as you inhale. Now that both heels have been touched, that is considered 1 repetition. | Continue alternating sides in this manner until all prescribed repetitions are done."
264,"Running, Treadmill",cardio,hamstrings,posterior lower,low,intermediate,false,false,false,distance,,running_treadmill,,0.19999999999999998,0.5,0.4,12,none,bronze,anabolic,,"Movement: Running, Treadmill Pattern: MovementPattern.CARDIO Primary muscle: PrimaryMuscle.HAMSTRINGS Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.LOW Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.DISTANCE Equipment: machine Tags: cardio Substitution group: running_treadmill Coaching cues: To begin, step onto the treadmill and select the desired option from the menu. Most treadmills have a manual setting, or you can select a program to run. Typically, you can enter your age and weight to estimate the amount of calories burned during exercise. Elevation can be adjusted to change the intensity of the workout. | Treadmills offer convenience, cardiovascular benefits, and usually have less impact than running outside. A 150 lb person will burn over 450 calories running 8 miles per hour for 30 minutes. Maintain proper posture as you run, and only hold onto the handles when necessary, such as when dismounting or checking your heart rate."
75,Anterior Tibialis-SMR,mobility,calves,posterior lower,moderate,intermediate,false,false,false,reps,,anterior_tibialis_smr,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Anterior Tibialis-SMR Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.CALVES Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: other Tags: stretching, mobility Substitution group: anterior_tibialis_smr Coaching cues: Begin seated on the ground with your legs bent and your feet on the floor. | Using a Muscle Roller or a rolling pin, apply pressure to the muscles on the outside of your shins. Work from just below the knee to above the ankle, pausing at points of tension for 10-30 seconds. Repeat on the other leg."
76,Arm Circles,mobility,full_body,full body,moderate,intermediate,false,false,false,reps,,arm_circles,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Arm Circles Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: arm_circles Coaching cues: Stand up and extend your arms straight out by the sides. The arms should be parallel to the floor and perpendicular (90-degree angle) to your torso. This will be your starting position. | Slowly start to make circles of about 1 foot in diameter with each outstretched arm. Breathe normally as you perform the movement. | Continue the circular motion of the outstretched arms for about ten seconds. Then reverse the movement, going the opposite direction."
522,Foam Rolling,mobility,full_body,full body,very_low,beginner,true,false,false,reps,Imported during migration,,,1,1,1,24,low,bronze,anabolic,,"Movement: Foam Rolling Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.VERY_LOW Skill level: SkillLevel.BEGINNER Spinal compression: SpinalCompression.LOW Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: other Description: Imported during migration"
123,Child's Pose,mobility,lower_back,posterior lower,moderate,intermediate,false,false,false,reps,,child_s_pose,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Child's Pose Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.LOWER_BACK Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: child_s_pose Coaching cues: Get on your hands and knees, walk your hands in front of you. | Lower your buttocks down to sit on your heels. Let your arms drag along the floor as you sit back to stretch your entire spine. | Once you settle onto your heels, bring your hands next to your feet and relax. breathe into your back. Rest your forehead on the floor. Avoid this position if you have knee problems."
227,One Knee To Chest,mobility,glutes,posterior lower,moderate,intermediate,false,false,false,reps,,one_knee_to_chest,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: One Knee To Chest Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.GLUTES Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: one_knee_to_chest Coaching cues: Start off by lying on the floor. | Extend one leg straight and pull the other knee to your chest. Hold under the knee joint to protect the kneecap. | Gently tug that knee toward your nose. | Switch sides. This stretches the buttocks and lower back of the bent leg and the hip flexor of the straight leg."
228,Pelvic Tilt Into Bridge,mobility,lower_back,posterior lower,moderate,intermediate,false,false,false,reps,,pelvic_tilt_into_bridge,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Pelvic Tilt Into Bridge Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.LOWER_BACK Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: pelvic_tilt_into_bridge Coaching cues: Lie down with your feet on the floor, heels directly under your knees. | Lift only your tailbone to the ceiling to stretch your lower back. (Don't lift the entire spine yet.) Pull in your stomach. | To go into a bridge, lift the entire spine except the neck."
231,Piriformis-SMR,mobility,glutes,posterior lower,moderate,intermediate,false,false,false,reps,,piriformis_smr,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Piriformis-SMR Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.GLUTES Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: foam roll Tags: stretching, mobility Substitution group: piriformis_smr Coaching cues: Sit with your buttocks on top of a foam roll. Bend your knees, and then cross one leg so that the ankle is over the knee. This will be your starting position. | Shift your weight to the side of the crossed leg, rolling over the buttocks until you feel tension in your upper glute. You may assist the stretch by using one hand to pull the bent knee towards your chest. Hold this position for 10-30 seconds, and then switch sides."
245,Quadriceps-SMR,mobility,quadriceps,anterior lower,moderate,intermediate,false,false,false,reps,,quadriceps_smr,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Quadriceps-SMR Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.QUADRICEPS Primary region: PrimaryRegion.ANTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: foam roll Tags: stretching, mobility Substitution group: quadriceps_smr Coaching cues: Lay facedown on the floor with your weight supported by your hands or forearms. Place a foam roll underneath one leg on the quadriceps, and keep the foot off of the ground. Make sure to relax the leg as much as possible. This will be your starting position. | Shifting as much weight onto the leg to be stretched as is tolerable, roll over the foam from above the knee to below the hip, holding points of tension for 10-30 seconds. Switch sides."
259,Rhomboids-SMR,mobility,full_body,full body,moderate,intermediate,false,false,false,reps,,rhomboids_smr,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Rhomboids-SMR Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: foam roll Tags: stretching, mobility Substitution group: rhomboids_smr Coaching cues: Lay down with your back on the floor. Place a foam roll underneath your upper back, and cross your arms in front of you, protracting your shoulders. This will be your starting position. | Raise your hips off of the ground, placing your weight onto the foam roll. Shift your weight to one side at a time, rolling over your middle and upper back. Pause at points of tension for 10-30 seconds."
269,Seated Biceps,mobility,biceps,anterior upper,moderate,intermediate,false,false,false,reps,,biceps,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Seated Biceps Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.BICEPS Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: biceps Coaching cues: Sit on the floor with your knees bent and your partner standing behind you. Extend your arms straight behind you with your palms facing each other. Your partner will hold your wrists for you. This will be the starting position. | Attempt to flex your elbows, while your partner prevents any actual movement. | After 10-20 seconds, relax your arms while your partner gently pulls your wrists up to stretch your biceps. Be sure to let your partner know when the stretch is appropriate to prevent injury or overstretching."
521,Cardio Intervals,cardio,full_body,full body,high,intermediate,true,false,false,reps,Imported during migration,,,1,1,1,24,low,bronze,anabolic,,"Movement: Cardio Intervals Pattern: MovementPattern.CARDIO Primary muscle: PrimaryMuscle.FULL_BODY Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=True, unilateral=False, complex_lift=False CNS load: CNSLoad.HIGH Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.LOW Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Description: Imported during migration"
41,Hanging Leg Raise,core,core,anterior upper,low,intermediate,false,false,false,reps,,hanging_leg_raise,,0.19999999999999998,0.5,0.4,12,none,bronze,anabolic,,"Movement: Hanging Leg Raise Pattern: MovementPattern.CORE Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.LOW Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: pull_up_bar Disciplines: calisthenics Substitution group: hanging_leg_raise"
42,Ab Wheel Rollout,core,core,anterior upper,low,intermediate,false,false,false,reps,,rollout,,0.19999999999999998,0.5,0.4,12,none,bronze,anabolic,,"Movement: Ab Wheel Rollout Pattern: MovementPattern.CORE Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.ANTERIOR_UPPER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.LOW Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: ab_wheel Tags: strength Disciplines: calisthenics Substitution group: rollout"
270,Seated Glute,mobility,glutes,posterior lower,moderate,intermediate,false,false,false,reps,,glute,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Seated Glute Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.GLUTES Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: glute Coaching cues: In a seated position with your knees bent, cross one ankle over the opposite knee. Your partner will stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position. | Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso. | Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds."
271,Seated Hamstring,mobility,hamstrings,posterior lower,moderate,intermediate,false,false,false,reps,,hamstring,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Seated Hamstring Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.HAMSTRINGS Primary region: PrimaryRegion.POSTERIOR_LOWER Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: hamstring Coaching cues: In a seated position with your legs extended, have your partner stand behind you. Now, lean forward as your partner braces your shoulders with their hands. This will be your starting position. | Attempt to push your torso back for 10-20 seconds, as your partner prevents any actual movement of your torso. | Now relax your muscles as your partner increases the stretch by gently pushing your torso forward for 10-20 seconds."
217,Oblique Crunches - On The Floor,core,core,full body,moderate,intermediate,false,false,false,time,,oblique_crunches_on_the_floor,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Oblique Crunches - On The Floor Pattern: MovementPattern.CORE Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.TIME Equipment: none Tags: strength Substitution group: oblique_crunches_on_the_floor Coaching cues: Start out by lying on your right side with your legs lying on top of each other. Make sure your knees are bent a little bit. | Place your left hand behind your head. | Once you are in this set position, begin by moving your left elbow up as you would perform a normal crunch except this time the main emphasis is on your obliques. | Crunch as high as you can, hold the contraction for a second and then slowly drop back down into the starting position. | Remember to breathe in during the eccentric (lowering) part of the exercise and to breathe out during the concentric (elevation) part of the exercise."
297,Stomach Vacuum,mobility,core,full body,moderate,intermediate,false,false,false,reps,,stomach_vacuum,,0.4,0.6,0.4,24,none,bronze,anabolic,,"Movement: Stomach Vacuum Pattern: MovementPattern.MOBILITY Primary muscle: PrimaryMuscle.CORE Primary region: PrimaryRegion.FULL_BODY Characteristics: compound=False, unilateral=False, complex_lift=False CNS load: CNSLoad.MODERATE Skill level: SkillLevel.INTERMEDIATE Spinal compression: SpinalCompression.NONE Tier: MovementTier.BRONZE Metabolic demand: MetabolicDemand.ANABOLIC Metric type: MetricType.REPS Equipment: none Tags: stretching, mobility Substitution group: stomach_vacuum Coaching cues: To begin, stand straight with your feet shoulder width apart from each other. Place your hands on your hips. This is the starting position. | Now slowly inhale as much air as possible and then start to exhale as much as possible while bringing your stomach in as much as possible and hold this position. Try to visualize your navel touching your backbone. | One isometric contraction is around 20 seconds. During the 20 second hold, try to breathe normally. Then inhale and bring your stomach back to the starting position. | Once you have practiced this exercise, try to perform this exercise for longer than 20 seconds. Tip: You can work your way up to 40-60 seconds. | Repeat for the recommended amount of sets."
